Record,Element,Radionuclide,Common name,Latin name,Compartment,CR,Uncert._CR,N_CR,Min_CR,Max_CR,C_plant,Uncert._C_plant,N_plant,C_soil,Uncert._C_soil,N_soil,Country,Site,K-G class,Contamination,Experiment,Year,Growth stage,Dry fraction,Preparation,Soil depth,Texture,Sand,Silt,Clay,OM,Exch. K,Exch. Ca,Exch. Mg,CEC,pH,QC meas.,QC sampl.,QC equip.,Reference
3979,P,,Yam,,Tubers,,,,,,3.80E+02,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
3980,P,,Yam,,Tubers,,,,,,1.10E+03,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
3981,P,,Yam,,Tubers,,,,,,1.40E+03,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
3982,P,,Yam,,Tubers,,,,,,1.50E+03,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
3983,P,,Yam,,Tubers,,,,,,1.80E+03,,1,1.20E+02,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
3984,Pb,Pb-210,Yam,,Tubers,,,,,,2.40E+00,,1,1.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
3985,Pb,Pb-210,Yam,,Tubers,,,,,,4.60E-01,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
3986,Pb,Pb-210,Yam,,Tubers,,,,,,1.00E+01,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.25,,0-10,,,,,,,,,,,1,1,1,39
3987,Pb,Pb-210,Yam,,Tubers,,,,,,2.50E+00,,1,3.70E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
3988,Pb,Pb-210,Yam,,Tubers,,,,,,2.00E+00,,1,4.40E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
3989,Pb,,Yam,,Tubers,,,,,,1.40E+00,,1,2.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
3990,Pb,,Yam,,Tubers,,,,,,2.20E+00,,1,2.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
3991,Pb,,Yam,,Tubers,,,,,,2.20E+00,,1,2.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
3992,Pb,,Yam,,Tubers,,,,,,2.70E+00,,1,2.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
3993,Pb,,Yam,,Tubers,,,,,,1.50E+00,,1,4.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
3994,Pb,,Yam,,Tubers,,,,,,<5.0E-2,,1,4.80E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
3995,Pb,,Yam,,Tubers,,,,,,1.60E+00,,1,5.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
3996,Pb,,Yam,,Tubers,,,,,,3.20E+00,,1,5.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
3997,Pb,,Yam,,Tubers,,,,,,2.00E+00,,1,7.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
3998,Pb,,Yam,,Tubers,,,,,,5.40E+00,,1,7.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
3999,Pb,,Yam,,Tubers,,,,,,9.50E-01,,1,7.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4000,Pb,,Yam,,Tubers,,,,,,2.50E-01,,1,1.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4001,Pb,,Yam,,Tubers,,,,,,1.10E+00,,1,1.60E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4002,Pb,,Yam,,Tubers,,,,,,2.00E-01,,1,5.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
4003,Po,Po-210,Yam,,Tubers,,,,,,<2.3E+0,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.25,,0-10,,,,,,,,,,,1,1,1,39
4004,Po,Po-210,Yam,,Tubers,,,,,,<2.3E-1,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4005,Po,Po-210,Yam,,Tubers,,,,,,1.80E+00,,1,3.70E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4006,Po,Po-210,Yam,,Tubers,,,,,,<2.0E+0,,1,4.40E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
4007,Ra,Ra-226,Yam,,Tubers,,,,,,4.50E+01,,1,1.40E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4008,Ra,Ra-226,Yam,,Tubers,,,,,,2.30E+01,,1,1.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4009,Ra,Ra-226,Yam,,Tubers,,,,,,5.60E+01,,1,1.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4010,Ra,Ra-226,Yam,,Tubers,,,,,,1.50E+00,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.25,,0-10,,,,,,,,,,,1,1,1,39
4011,Ra,Ra-226,Yam,,Tubers,,,,,,2.60E+00,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4012,Ra,Ra-226,Yam,,Tubers,,,,,,3.00E+01,,1,2.10E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4013,Ra,Ra-226,Yam,,Tubers,,,,,,2.50E+01,,1,3.60E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4014,Ra,Ra-226,Yam,,Tubers,,,,,,2.00E+00,,1,3.70E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4015,Ra,Ra-226,Yam,,Tubers,,,,,,1.20E+02,,1,5.10E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4016,Ra,Ra-226,Yam,,Tubers,,,,,,2.40E+02,,1,5.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4017,Ra,Ra-226,Yam,,Tubers,,,,,,1.10E+01,,1,7.20E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
4018,Rb,,Yam,,Tubers,,,,,,1.30E+01,,1,7.10E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4019,Rb,,Yam,,Tubers,,,,,,3.30E+01,,1,2.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4020,Rb,,Yam,,Tubers,,,,,,4.60E+01,,1,2.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4021,Rb,,Yam,,Tubers,,,,,,6.10E+01,,1,2.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4022,Rb,,Yam,,Tubers,,,,,,7.80E+01,,1,2.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4023,Rb,,Yam,,Tubers,,,,,,2.60E+01,,1,3.20E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4024,Rb,,Yam,,Tubers,,,,,,1.80E+01,,1,8.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4025,S,,Yam,,Tubers,,,,,,3.30E+02,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4026,S,,Yam,,Tubers,,,,,,3.70E+02,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4027,S,,Yam,,Tubers,,,,,,8.50E+02,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4028,S,,Yam,,Tubers,,,,,,1.40E+03,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4029,S,,Yam,,Tubers,,,,,,1.90E+03,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4030,S,,Yam,,Tubers,,,,,,3.20E+02,,1,4.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4031,S,,Yam,,Tubers,,,,,,4.10E+03,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4032,S,,Yam,,Tubers,,,,,,1.30E+03,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4033,S,,Yam,,Tubers,,,,,,3.30E+03,,1,8.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4034,S,,Yam,,Tubers,,,,,,1.90E+03,,1,<2.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4035,Sb,,Yam,,Tubers,,,,,,<5.4E-2,,1,1.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4036,Sb,,Yam,,Tubers,,,,,,<5.4E-2,,1,1.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4037,Sb,,Yam,,Tubers,,,,,,<5.4E-2,,1,2.50E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4038,Sb,,Yam,,Tubers,,,,,,<4.8E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4039,Sb,,Yam,,Tubers,,,,,,<4.9E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4040,Sb,,Yam,,Tubers,,,,,,<5.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4041,Sb,,Yam,,Tubers,,,,,,<5.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4042,Sb,,Yam,,Tubers,,,,,,<5.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4043,Sb,,Yam,,Tubers,,,,,,<5.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4044,Sb,,Yam,,Tubers,,,,,,<5.0E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4045,Sb,,Yam,,Tubers,,,,,,<5.4E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4046,Sb,,Yam,,Tubers,,,,,,<5.4E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4047,Sb,,Yam,,Tubers,,,,,,<5.4E-2,,1,<5.0E-2,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4048,Se,,Yam,,Tubers,,,,,,7.40E-02,,1,<2.0E+0,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4049,Se,,Yam,,Tubers,,,,,,8.30E-02,,1,<2.0E+0,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4050,Se,,Yam,,Tubers,,,,,,<2.2E+0,,1,<2.0E+0,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4051,Se,,Yam,,Tubers,,,,,,7.40E-02,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4052,Se,,Yam,,Tubers,,,,,,<5.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4053,Se,,Yam,,Tubers,,,,,,<5.0E-1,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4054,Se,,Yam,,Tubers,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4055,Se,,Yam,,Tubers,,,,,,<5.4E-2,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4056,Sr,,Yam,,Tubers,,,,,,6.30E+01,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4057,Sr,,Yam,,Tubers,,,,,,7.60E+01,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4058,Sr,,Yam,,Tubers,,,,,,7.90E+01,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4059,Sr,,Yam,,Tubers,,,,,,1.10E+02,,1,5.00E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4060,Sr,,Yam,,Tubers,,,,,,2.50E-01,,1,6.50E-01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4061,Sr,,Yam,,Tubers,,,,,,9.50E+01,,1,1.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4062,Sr,,Yam,,Tubers,,,,,,4.30E+01,,1,1.80E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4063,Sr,,Yam,,Tubers,,,,,,9.50E+01,,1,1.90E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4064,Sr,,Yam,,Tubers,,,,,,4.10E+01,,1,2.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4065,Sr,,Yam,,Tubers,,,,,,9.50E+01,,1,2.60E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4066,Sr,,Yam,,Tubers,,,,,,6.20E+01,,1,8.70E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4067,Sr,,Yam,,Tubers,,,,,,4.50E+01,,1,1.20E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4068,Sr,,Yam,,Tubers,,,,,,1.20E+02,,1,1.20E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4069,Sr,,Yam,,Tubers,,,,,,1.50E+00,,1,1.40E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
4070,Th,Th-232,Yam,,Tubers,,,,,,1.60E+00,,1,1.60E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4071,Th,Th-232,Yam,,Tubers,,,,,,8.30E+00,,1,1.60E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4072,Th,Th-232,Yam,,Tubers,,,,,,1.30E+00,,1,2.30E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4073,Th,Th-232,Yam,,Tubers,,,,,,<4.1E-2,,1,2.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4074,Th,Th-232,Yam,,Tubers,,,,,,2.90E+00,,1,2.90E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4075,Th,Th-232,Yam,,Tubers,,,,,,1.20E+00,,1,3.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4076,Th,Th-232,Yam,,Tubers,,,,,,1.20E+00,,1,3.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4077,Th,Th-232,Yam,,Tubers,,,,,,2.00E+00,,1,3.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4078,Th,Th-232,Yam,,Tubers,,,,,,2.60E+00,,1,3.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4079,Th,Th-232,Yam,,Tubers,,,,,,<4.1E-2,,1,3.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4080,Th,Th-232,Yam,,Tubers,,,,,,4.40E-01,,1,3.30E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4081,Th,Th-232,Yam,,Tubers,,,,,,2.00E+00,,1,4.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4082,Th,Th-232,Yam,,Tubers,,,,,,1.50E+00,,1,8.50E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4083,U,U-238,Yam,,Tubers,,,,,,3.60E-01,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4084,U,U-238,Yam,,Tubers,,,,,,6.70E-01,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4085,U,U-238,Yam,,Tubers,,,,,,6.70E-01,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4086,U,U-238,Yam,,Tubers,,,,,,9.20E-01,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4087,U,U-238,Yam,,Tubers,,,,,,1.10E+00,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4088,U,U-238,Yam,,Tubers,,,,,,8.30E+00,,1,2.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4089,U,U-238,Yam,,Tubers,,,,,,3.20E+01,,1,2.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4090,U,U-238,Yam,,Tubers,,,,,,<6.2E-2,,1,2.80E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4091,U,U-238,Yam,,Tubers,,,,,,3.30E+00,,1,3.20E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4092,U,U-238,Yam,,Tubers,,,,,,4.60E+00,,1,3.30E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4093,U,U-238,Yam,,Tubers,,,,,,<6.2E-2,,1,3.40E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4094,U,U-238,Yam,,Tubers,,,,,,1.90E+00,,1,4.70E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4095,U,U-238,Yam,,Tubers,,,,,,3.10E+00,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,N,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4096,U,U-238,Yam,,Tubers,,,,,,7.80E-01,,1,4.90E+02,,1,Australia,"Top End, Northern Territory",Aw,N,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
4097,V,,Yam,,Tubers,,,,,,4.00E-01,,1,1.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4098,V,,Yam,,Tubers,,,,,,4.10E+00,,1,1.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4099,V,,Yam,,Tubers,,,,,,4.10E+00,,1,2.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4100,V,,Yam,,Tubers,,,,,,9.50E-01,,1,3.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4101,V,,Yam,,Tubers,,,,,,6.90E-02,,1,4.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4102,V,,Yam,,Tubers,,,,,,9.00E-02,,1,6.00E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4103,V,,Yam,,Tubers,,,,,,3.00E-01,,1,<1.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.17,,0-10,,,,,,,,,,,1,1,1,39
4104,V,,Yam,,Tubers,,,,,,3.80E-01,,1,<1.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.11,,0-10,,,,,,,,,,,1,1,1,39
4105,V,,Yam,,Tubers,,,,,,3.90E-01,,1,<1.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.15,,0-10,,,,,,,,,,,1,1,1,39
4106,V,,Yam,,Tubers,,,,,,1.00E+00,,1,<1.0E+1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.12,,0-10,,,,,,,,,,,1,1,1,39
4107,Zn,,Yam,,Tubers,,,,,,1.70E+01,,1,1.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4108,Zn,,Yam,,Tubers,,,,,,4.50E+01,,1,1.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.22,,0-10,,,,,,,,,,,1,1,1,39
4109,Zn,,Yam,,Tubers,,,,,,2.00E+01,,1,2.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.26,,0-10,,,,,,,,,,,1,1,1,39
4110,Zn,,Yam,,Tubers,,,,,,7.00E+01,,1,2.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
4111,Zn,,Yam,,Tubers,,,,,,1.90E+01,,1,2.50E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2012,R,0.3,,0-10,,,,,,,,,,,1,1,1,39
4112,Zn,,Yam,,Tubers,,,,,,1.80E+01,,1,4.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4113,Zn,,Yam,,Tubers,,,,,,1.90E+01,,1,4.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2008,R,,,0-10,,,,,,,,,,,1,1,1,39
4114,Zn,,Yam,,Tubers,,,,,,2.60E+01,,1,6.00E+00,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2006,R,,,0-10,,,,,,,,,,,1,1,1,39
4115,Zn,,Yam,,Tubers,,,,,,2.10E+01,,1,2.30E+01,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2011,R,0.13,,0-10,,,,,,,,,,,1,1,1,39
4116,Zn,,Yam,,Tubers,,,,,,2.20E+01,,1,<5.0E-1,,1,Australia,"Top End, Northern Territory",Aw,SI,F,2010,R,,,0-10,,,,,,,,,,,1,1,1,39
